Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),Temp_Range,Dientich (nghin ha),Vung_encoded,Cay_encoded,Sanluong (nghin tan)
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,-0.1669219320231997,0,0,2.2
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,0.19797325928094345,0,1,1088.9
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,0.21233921169449238,0,2,770.0
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,-0.1634330578656235,0,3,1.6
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,-0.10822675501927118,0,4,33.6
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,-0.14927233334369672,0,5,57.8
1.2288347642307822,1.522280118402669,0.9430456265792115,-2.0628672551458593,-0.829352454321095,1.071025986709153,-0.16445919732373415,0,6,11.6
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,-0.1669219320231997,0,0,2.0
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,0.21890650422640046,0,1,1132.5
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,0.2568736641764941,0,2,795.7
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,-0.16404874154048993,0,3,2.3
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,-0.12156656797470948,0,4,43.3
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,-0.149682789126941,0,5,56.2
1.0681413592000624,1.294792511582566,0.8945503572502205,-0.6517154559647758,0.14954870361728034,0.6972440442724774,-0.16486965310697843,0,6,18.4
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,-0.16712715991482185,0,0,1.2
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,0.2632357288167801,0,1,1307.6
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,0.22260060627559877,0,2,649.8
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,-0.15583962587560482,0,3,8.4
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,-0.13613774827988054,0,4,23.1
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,-0.15768667690020394,0,5,17.9
1.2109799414495914,1.4479091700191746,0.9753758061318712,-1.1776902174777213,-1.1926859110944295,0.8374122726862332,-0.16507488099860057,0,6,14.9
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,-0.16671670413157758,0,0,2.5
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,0.2687768818905775,0,1,1308.7
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,0.24312339543781156,0,2,710.5
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,-0.15994418370804736,0,3,1.1
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,-0.1330593299055486,0,4,25.4
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,-0.15850758846669247,0,5,17.0
1.5234393401204356,1.7891405802493296,1.2623061496617332,-1.754979589869987,-0.24620059018771123,0.9028241126126519,-0.16528010889022268,0,6,9.0
0.956548716817618,1.0410563347447594,0.9066741745824686,0.21635671141025584,0.6463535363623721,0.1272265820565458,-0.16651147623995544,0,0,5.5
0.956548716817618,1.0410563347447594,0.9066741745824686,0.21635671141025584,0.6463535363623721,0.1272265820565458,0.27719122544708474,0,1,1258.8
0.956548716817618,1.0410563347447594,0.9066741745824686,0.21635671141025584,0.6463535363623721,0.1272265820565458,0.3077701812987818,0,2,814.5
0.956548716817618,1.0410563347447594,0.9066741745824686,0.21635671141025584,0.6463535363623721,0.1272265820565458,-0.16076509527453586,0,3,3.2
0.956548716817618,1.0410563347447594,0.9066741745824686,0.21635671141025584,0.6463535363623721,0.1272265820565458,-0.13695865984636907,0,4,26.7
